name,Location,URL,Avg Stars,Your Stars,Route Type,grade,Pitches,Length,Area Latitude,Area Longitude,id
Obsidian,The Lighthouse > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117104257/obsidian,2.8,-1,Trad,5.1,1,55,47.82326,-121.56583,387
Summer,Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120714425/summer,2.7,-1,Sport,5.11a/b,1,70,47.82058,-121.56988,388
Beak Beak Beak,(Cb) The Shield > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107721460/beak-beak-beak,2.5,-1,Trad,5.9+,1,,47.81854,-121.57147,389
Megalomania,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114348660/megalomania,3,-1,Sport,5.11,5,,47.8253,-121.561,390
KdavR,K Cliff > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108113095/kdavr,2.2,-1,Sport,5.11b,1,,47.81867,-121.57402,391
Stihl Guitar,Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122729764/stihl-guitar,2.3,-1,Trad,5.10b,1,60,47.82058,-121.56988,392
ze Squid,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110750556/ze-squid,2.8,-1,"Trad, TR",5.10c/d,1,100,47.8243,-121.5613,393
Class Action,The Lighthouse > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116512715/class-action,2.6,-1,Sport,5.11b,1,50,47.82326,-121.56583,394
Man in the Box,Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114597934/man-in-the-box,3,-1,Trad,5.11-,3,200,47.8249,-121.5601,395
Stig's Rig,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114579215/stigs-rig,3,-1,Sport,5.13-,1,30,47.8191,-121.5719,396
Custodians of the Useless,(a) Wall of Voodoo > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120475973/custodians-of-the-useless,3,-1,Sport,5.1,1,30,47.82271,-121.56903,397
Chimney Sweep,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108147687/chimney-sweep,2.2,-1,Trad,5.10b,1,,47.81911,-121.57607,398
Outta Sight,The Towers > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122654538/outta-sight,3.5,-1,"Trad, TR",5.9,1,55,47.82569,-121.55806,399
Apes and Ballerinas,(c) The Beach > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108154996/apes-and-ballerinas,2.9,-1,Trad,5.10b,2,130,47.82399,-121.56549,400
All my Friends are Aliens,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109314855/all-my-friends-are-aliens,3,-1,Trad,5.10a,1,100,47.8191,-121.5719,401
The Witch,Madsen's Ledge > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117719758/the-witch,3.5,-1,Trad,5.11a,1,,47.82382,-121.56547,402
Coltrane Roof,Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122864623/coltrane-roof,2.7,-1,Trad,5.10c,1,60,47.82058,-121.56988,403
Little Fire,Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108272183/little-fire,2.5,-1,Trad,5.10d,5,220,47.8249,-121.5601,404
Mossquito,Mossquito Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116846618/mossquito,2.3,-1,Trad,5.6,1,,47.82478,-121.55799,405
The 76 Ducklings of Lake Bemidji,Lolybird > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122710425/the-76-ducklings-of-lake-bemidji,3.1,-1,Trad,5.10b,1,61,47.8257,-121.55823,406
Not Sheer Strength,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112358525/not-sheer-strength,3,-1,Sport,5.12c/d,1,40,47.82399,-121.56548,407
Wilman's Walkabout,(a) Oz > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108056912/wilmans-walkabout,3.2,-1,"Trad, Aid",5.12 A3,3,220,47.82417,-121.56317,408
Cream of the Country,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108139306/cream-of-the-country,3,-1,Trad,5.10c,1,,47.81962,-121.56921,409
Blame it on Cain,Pressure Drop Wall > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108124411/blame-it-on-cain,3,-1,"Trad, TR",5.11b,1,,47.82386,-121.56443,410
Dog Fight,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112020532/dog-fight,3,-1,Sport,5.11d,1,100,47.8253,-121.561,411
Just Say NO²,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106728857/just-say-no2,3,-1,Trad,5.12a/b,1,90,47.81859,-121.57101,412
Doug Thompson's Lesbian Unicorn Off-Width,(c) Missing Bottle Buttress > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114558686/doug-thompsons-lesbian-unicorn-off-width,2.7,-1,TR,5.5,1,50,47.81955,-121.57496,413
First Offence,The Lip > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108161924/first-offence,3,-1,"Trad, Sport",5.10c,1,60,47.81834,-121.57324,414
The Bonobo,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112037525/the-bonobo,3,-1,Trad,5.11+ PG13,1,70,47.8243,-121.5613,415
War on Dougs,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120947093/war-on-dougs,2.8,-1,Sport,5.12a,1,100,47.81692,-121.57748,416
The Cricket,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112883819/the-cricket,1.8,-1,Trad,5.7,1,35,47.8243,-121.5613,417
5.10 in B-Major (Top Roping),Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120714039/510-in-b-major-top-roping,3,-1,TR,5.1,1,70,47.82058,-121.56988,418
Rime of the Ancient Mariner,The Lighthouse > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117555405/rime-of-the-ancient-mariner,2.6,-1,Trad,5.11a,1,80,47.82326,-121.56583,419
Lunar Strain,(a) Wall of Voodoo > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120816355/lunar-strain,2.8,-1,Sport,5.10b,1,60,47.82271,-121.56903,420
Douglas the Furry Grizzly Wolf Kitten Goes Chomp,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123026942/douglas-the-furry-grizzly-wolf-kitten-goes-chomp,3.1,-1,Trad,5.6,1,60,47.8191,-121.5719,421
Defeat Baron Greenback E13 A4 Second Ascent #mustacknowledge,(c) Apron Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122795834/defeat-baron-greenback-e13-a4-second-ascent-mustacknowledge,2.5,-1,Trad,5.8,1,115,47.8254,-121.5582,422
Walkin The Dog,(B) Sonic Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117262699/walkin-the-dog,3,-1,Trad,5.12b,1,60,47.81838,-121.57175,423
I Hear it is Warm in Space this Time of Year,Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121012159/i-hear-it-is-warm-in-space-this-time-of-year,3,-1,TR,5.10a,1,100,47.825,-121.55807,424
Sensation Station,(e) Field of Dreams > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121374101/sensation-station,3,-1,Sport,5.10b/c,2,,47.81783,-121.57528,425
Snow on the Mountain,Lookout jr > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122603940/snow-on-the-mountain,3,-1,Trad,5.10a,1,75,47.82584,-121.55801,426
Kaboom aka Jesus take the wheel,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116104034/kaboom-aka-jesus-take-the-wheel,2.8,-1,Sport,5.10+,1,,47.81962,-121.56921,427
The Secret Scales of Guthrie Govan,Moai > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122634883/the-secret-scales-of-guthrie-govan,3.3,-1,Sport,5.1,1,70,47.82568,-121.55818,428
Blowhard,The Lighthouse > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121309619/blowhard,3,-1,Trad,5.1,1,60,47.82326,-121.56583,429
Virus,Garden Wall > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120498638/virus,3,-1,Sport,5.11+,1,70,47.81783,-121.57292,430
Sandy Corner,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116361231/sandy-corner,2.2,-1,Trad,5.10d,1,15,47.81841,-121.57219,431
Western Granite Social Club,(a) Wall of Voodoo > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120789779/western-granite-social-club,3,-1,Trad,5.1,1,35,47.82271,-121.56903,432
Sink Semper Titanics,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613514/sink-semper-titanics,2.5,-1,Sport,5.10c,1,50,47.82462,-121.55486,433
Shirley You Can't Be Serious,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111838260/shirley-you-cant-be-serious,3,-1,Trad,5.12+,1,80,47.81859,-121.57101,434
Frog Pond,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108265692/frog-pond,3,-1,Trad,5.13a,1,70,47.81847,-121.57139,435
Mercury Morris,Noodle Wall > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122759837/mercury-morris,3,-1,Trad,5.11,1,50,47.82573,-121.55829,436
He is Truly a Great Airplane (Hitaga),(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108113290/he-is-truly-a-great-airplane-hitaga,3,-1,Trad,5.10d,1,,47.82531,-121.55859,437
Electric Funeral,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114521971/electric-funeral,3,-1,Trad,5.11,1,50,47.82399,-121.56548,438
Slugshow,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108725416/slugshow,3.1,-1,Sport,5.11c/d,1,65,47.82329,-121.5678,439
Dead Mans Reach,(b) The Black Sea > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108255923/dead-mans-reach,3,-1,"Trad, Sport",5.11+,2,100,47.82402,-121.56379,440
Mosster of Puppets,Mossquito Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117081750/mosster-of-puppets,2.4,-1,"Trad, TR",5.9,1,,47.82478,-121.55799,441
Klaus Von Bulow and the Algorithm of Love,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110529831/klaus-von-bulow-and-the-algorithm-of-love,2.8,-1,Trad,5.10c,1,85,47.81847,-121.57139,442
Bend and Stretch,K Cliff > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107254480/bend-and-stretch,2.2,-1,Trad,5.10b,1,65,47.81867,-121.57402,443
Confused for Daze,(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119193368/confused-for-daze,3,-1,Sport,5.13b,1,45,47.82354,-121.56683,444
The Nug,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118960832/the-nug,3,-1,"Sport, TR, Boulder",5.12 V6-7,1,30,47.8253,-121.561,445
Sentry Box,(e) Field of Dreams > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121407127/sentry-box,2.7,-1,Trad,5.10a,1,80,47.81783,-121.57528,446
Ultraviolet,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117528425/ultraviolet,2.4,-1,Trad,5.10c,1,50,47.82307,-121.56695,447
Free Cat,Hag Crag > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108265996/free-cat,2.6,-1,"Sport, TR",5.10d,1,,47.82545,-121.55725,448
Billy's Corner,(e) Field of Dreams > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121374274/billys-corner,3.2,-1,Sport,5.10c,1,70,47.81783,-121.57528,449
Perfect Perm,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117035740/perfect-perm,3,-1,Sport,5.12a/b,1,60,47.82329,-121.5678,450
Stiff Kittens,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120057532/stiff-kittens,3,-1,Trad,5.11c PG13,1,80,47.81847,-121.57139,451
The Goblin,Madsen's Ledge > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117719814/the-goblin,3,-1,Sport,5.11b,1,,47.82382,-121.56547,452
Sweatshop,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117715737/sweatshop,3,-1,Sport,5.12b,1,70,47.82329,-121.5678,453
Mother North,(a) Wall of Voodoo > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120824986/mother-north,3,-1,Trad,5.10c,1,60,47.82271,-121.56903,454
